Br1    Br2     Br3      Br4     Br5    Br6     Br7     Br8     Br9     Br10     Br11    Br12   Br13   Br14     a        b       c       d    Hamming    Jaccard
0	0	0	0	0	1	0	1	1	1	0	0	1	1	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	0	1	1	1	0	1	0	1	2	4	4	4	8	0.8
0	0	0	0	0	1	0	1	1	1	0	1	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	0	1	1	1	1	0	0	1	2	4	4	4	8	0.8
0	0	0	0	0	1	0	1	1	1	1	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	0	1	1	1	1	1	0	0	2	4	4	4	8	0.8
1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	5	5	3	10	0.909090909090909
1	0	0	1	0	0	1	0	1	0	1	0	1	0	2	4	4	4	8	0.8
1	1	0	1	1	0	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	0	1	1	0	1	1	0	0	0	0	0	1	0	2	4	4	4	8	0.8
0	0	0	0	0	1	1	0	1	0	0	1	1	1	2	4	4	4	8	0.8
0	0	0	0	0	1	1	0	1	0	1	0	1	1	2	4	4	4	8	0.8
0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	5	5	3	10	0.909090909090909
0	0	0	0	0	1	1	0	1	0	1	1	1	0	2	4	4	4	8	0.8
0	1	0	0	1	1	0	1	0	0	0	0	1	1	4	2	2	6	4	0.5
0	1	0	0	1	1	0	1	0	0	0	1	0	1	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	0	1	0	0	0	1	1	0	4	2	2	6	4	0.5
0	1	0	0	1	1	0	1	0	0	1	0	0	1	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	0	1	0	0	1	0	1	0	4	2	2	6	4	0.5
0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	5	5	3	10	0.909090909090909
1	0	0	1	0	0	1	1	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	5	5	3	10	0.909090909090909
0	1	0	0	1	1	0	1	0	1	0	0	1	0	4	2	2	6	4	0.5
0	1	0	0	1	1	0	1	0	1	0	1	0	0	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	0	1	0	1	1	0	0	0	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	0	0	0	0	1	1	1	1	0	0	0	1	1	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	1	1	1	0	0	1	0	1	2	4	4	4	8	0.8
0	0	0	0	0	1	1	1	1	0	0	1	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	1	1	1	0	1	0	0	1	2	4	4	4	8	0.8
0	0	0	0	0	1	1	1	1	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	1	0	0	0	0	0	1	1	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	1	0	0	0	0	1	0	1	2	4	4	4	8	0.8
0	1	0	0	1	1	1	0	0	0	0	1	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	1	1	1	1	0	1	0	0	2	4	4	4	8	0.8
0	1	0	0	1	1	1	0	0	0	1	0	0	1	2	4	4	4	8	0.8
0	1	0	0	1	1	1	0	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	0	1	1	1	1	1	1	0	0	0	2	4	4	4	8	0.8
0	1	1	1	0	0	0	1	0	1	1	0	0	0	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	1	0	0	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	0	1	1	1	0	0	1	0	1	0	0	2	4	4	4	8	0.8
0	1	1	1	0	0	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	1	0	0	1	1	1	0	1	0	0	0	1	0	4	2	2	6	4	0.5
0	1	0	0	1	1	1	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	0	0	1	0	1	0	1	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
1	0	1	1	1	0	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	0	0	1	0	1	1	0	1	0	0	0	1	0	2	4	4	4	8	0.8
0	0	1	0	1	1	0	1	0	1	0	0	1	0	4	2	2	6	4	0.5
0	0	1	0	1	1	0	1	0	1	0	1	0	0	3	3	3	5	6	0.666666666666667
0	0	1	0	1	1	0	1	0	1	1	0	0	0	3	3	3	5	6	0.666666666666667
0	0	1	0	1	1	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	1	0	1	0	0	0	1	0	1	0	0	1	1	3	3	3	5	6	0.666666666666667
0	1	0	1	0	0	0	1	0	1	0	1	0	1	2	4	4	4	8	0.8
0	1	0	1	0	0	0	1	0	1	0	1	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	0	0	0	1	0	1	1	0	0	1	2	4	4	4	8	0.8
0	1	0	1	0	0	0	1	0	1	1	0	1	0	3	3	3	5	6	0.666666666666667
0	0	1	0	1	1	1	0	0	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	1	0	1	1	1	0	0	1	0	1	0	0	2	4	4	4	8	0.8
0	0	1	0	1	1	1	0	0	1	1	0	0	0	2	4	4	4	8	0.8
0	1	0	1	0	0	0	1	1	0	0	0	1	1	4	2	2	6	4	0.5
0	1	0	1	0	0	0	1	1	0	0	1	0	1	3	3	3	5	6	0.666666666666667
0	1	0	1	0	0	0	1	1	0	0	1	1	0	4	2	2	6	4	0.5
0	1	0	1	0	0	0	1	1	0	1	0	0	1	3	3	3	5	6	0.666666666666667
0	1	0	1	0	0	0	1	1	0	1	0	1	0	4	2	2	6	4	0.5
0	0	1	0	1	1	1	0	1	0	0	0	1	0	4	2	2	6	4	0.5
0	1	0	1	0	0	0	1	1	1	0	0	1	0	4	2	2	6	4	0.5
0	1	0	1	0	0	0	1	1	1	0	1	0	0	3	3	3	5	6	0.666666666666667
0	1	1	1	0	1	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	5	5	3	10	0.909090909090909
0	1	0	1	0	0	1	0	0	1	1	0	1	0	2	4	4	4	8	0.8
0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	5	5	3	10	0.909090909090909
0	1	0	1	0	0	1	0	1	0	1	0	0	1	2	4	4	4	8	0.8
0	1	0	1	0	0	1	0	1	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	0	0	1	0	1	1	1	0	0	0	2	4	4	4	8	0.8
1	0	0	1	1	0	0	1	1	0	0	0	1	0	4	2	2	6	4	0.5
0	1	0	1	0	0	1	1	0	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	0	0	1	1	0	1	0	1	0	0	2	4	4	4	8	0.8
0	1	0	1	0	0	1	1	0	1	1	0	0	0	2	4	4	4	8	0.8
0	1	0	1	0	0	1	1	1	0	0	0	1	0	4	2	2	6	4	0.5
0	0	0	0	1	1	0	1	1	0	0	0	1	1	4	2	2	6	4	0.5
0	0	0	0	1	1	0	1	1	0	0	1	0	1	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	0	1	1	0	0	1	1	0	4	2	2	6	4	0.5
0	0	0	0	1	1	0	1	1	0	1	0	0	1	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	0	1	1	0	1	0	1	0	4	2	2	6	4	0.5
0	0	0	0	1	1	0	1	1	1	0	0	1	0	4	2	2	6	4	0.5
0	0	0	0	1	1	0	1	1	1	0	1	0	0	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	0	1	1	1	1	0	0	0	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	1	0	1	0	0	0	1	1	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	1	0	1	0	0	1	0	1	2	4	4	4	8	0.8
0	0	0	0	1	1	1	0	1	0	0	1	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	1	0	1	0	1	0	0	1	2	4	4	4	8	0.8
0	0	0	0	1	1	1	0	1	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	0	1	0	1	0	0	0	0	1	1	3	3	3	5	6	0.666666666666667
0	1	0	1	0	1	0	1	0	0	0	1	0	1	2	4	4	4	8	0.8
0	0	0	0	1	1	1	0	1	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	1	0	1	1	0	1	0	0	2	4	4	4	8	0.8
0	1	0	1	0	1	0	1	0	0	1	0	0	1	2	4	4	4	8	0.8
0	1	0	1	0	1	0	1	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	0	1	1	1	0	1	1	1	0	0	0	2	4	4	4	8	0.8
0	1	0	1	0	1	0	1	0	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	0	1	0	1	0	1	0	1	0	0	2	4	4	4	8	0.8
0	1	0	1	0	1	0	1	0	1	1	0	0	0	2	4	4	4	8	0.8
0	1	0	1	0	1	0	1	1	0	0	0	1	0	4	2	2	6	4	0.5
0	0	0	0	1	1	1	1	1	0	0	0	1	0	4	2	2	6	4	0.5
0	1	1	1	1	0	0	1	0	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	1	0	1	0	1	1	0	0	0	0	0	1	1	2	4	4	4	8	0.8
0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	5	5	3	10	0.909090909090909
0	1	0	1	0	1	1	0	0	0	0	1	1	0	2	4	4	4	8	0.8
0	1	0	1	0	1	1	0	0	0	1	0	0	1	1	5	5	3	10	0.909090909090909
0	1	0	1	0	1	1	0	0	0	1	0	1	0	2	4	4	4	8	0.8
0	1	0	1	0	1	1	0	0	1	0	0	1	0	2	4	4	4	8	0.8
0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	5	5	3	10	0.909090909090909
0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	5	5	3	10	0.909090909090909
0	1	0	1	0	1	1	0	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	0	1	1	1	0	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	0	1	0	0	0	0	1	1	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	0	1	0	0	0	1	0	1	2	4	4	4	8	0.8
0	0	1	1	0	1	0	1	0	0	0	1	1	0	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	0	1	0	0	1	0	0	1	2	4	4	4	8	0.8
0	0	1	1	0	1	0	1	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	0	1	0	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	0	1	0	1	0	1	0	0	2	4	4	4	8	0.8
0	0	1	1	0	1	0	1	0	1	1	0	0	0	2	4	4	4	8	0.8
0	0	1	1	0	1	0	1	1	0	0	0	1	0	4	2	2	6	4	0.5
0	1	0	1	1	0	0	1	0	0	0	0	1	1	4	2	2	6	4	0.5
0	1	0	1	1	0	0	1	0	0	0	1	0	1	3	3	3	5	6	0.666666666666667
0	1	0	1	1	0	0	1	0	0	0	1	1	0	4	2	2	6	4	0.5
0	1	0	1	1	0	0	1	0	0	1	0	0	1	3	3	3	5	6	0.666666666666667
0	1	0	1	1	0	0	1	0	0	1	0	1	0	4	2	2	6	4	0.5
0	0	1	1	0	1	1	0	0	0	0	0	1	1	2	4	4	4	8	0.8
0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	5	5	3	10	0.909090909090909
0	0	1	1	0	1	1	0	0	0	0	1	1	0	2	4	4	4	8	0.8
0	1	0	1	1	0	0	1	0	1	0	0	1	0	4	2	2	6	4	0.5
0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	5	5	3	10	0.909090909090909
0	1	0	1	1	0	0	1	0	1	0	1	0	0	3	3	3	5	6	0.666666666666667
0	1	0	1	1	0	0	1	0	1	1	0	0	0	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	1	0	0	1	0	0	1	0	2	4	4	4	8	0.8
0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	5	5	3	10	0.909090909090909
0	1	0	1	1	0	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	0	1	1	0	1	1	0	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	1	0	1	0	0	0	1	0	0	1	2	4	4	4	8	0.8
0	1	0	1	1	0	1	0	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
0	0	1	1	0	1	1	1	0	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	1	0	1	0	0	1	1	0	0	0	2	4	4	4	8	0.8
0	1	0	1	1	0	1	1	0	0	0	0	1	0	4	2	2	6	4	0.5
0	0	0	1	0	1	0	1	1	0	0	0	1	1	3	3	3	5	6	0.666666666666667
0	0	0	1	0	1	0	1	1	0	0	1	0	1	2	4	4	4	8	0.8
0	0	0	1	0	1	0	1	1	0	0	1	1	0	3	3	3	5	6	0.666666666666667
0	0	0	1	0	1	0	1	1	0	1	0	0	1	2	4	4	4	8	0.8
0	0	0	1	0	1	0	1	1	0	1	0	1	0	3	3	3	5	6	0.666666666666667
1	1	0	0	0	1	0	1	1	0	0	0	1	0	4	2	2	6	4	0.5
0	0	0	1	0	1	0	1	1	1	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	1	0	1	0	1	1	1	0	1	0	0	2	4	4	4	8	0.8
0	0	0	1	0	1	0	1	1	1	1	0	0	0	2	4	4	4	8	0.8
1	1	1	0	1	0	0	1	0	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	0	0	1	0	1	1	0	1	0	0	0	1	1	2	4	4	4	8	0.8
0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	5	5	3	10	0.909090909090909
0	0	0	1	0	1	1	0	1	0	0	1	1	0	2	4	4	4	8	0.8
0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	5	5	3	10	0.909090909090909
0	0	0	1	0	1	1	0	1	0	1	0	1	0	2	4	4	4	8	0.8
0	1	0	1	1	1	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	1	0	0	0	1	1	0	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	0	0	1	0	1	1	0	1	1	0	0	1	0	2	4	4	4	8	0.8
0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	5	5	3	10	0.909090909090909
0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	5	5	3	10	0.909090909090909
0	0	0	1	0	1	1	1	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	0	1	1	1	1	0	0	0	0	0	1	0	3	3	3	5	6	0.666666666666667
1	0	1	0	0	1	0	1	1	0	0	0	1	0	4	2	2	6	4	0.5
1	1	0	0	1	0	0	1	0	0	0	0	1	1	4	2	2	6	4	0.5
1	1	0	0	1	0	0	1	0	0	0	1	0	1	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	0	1	0	0	0	1	1	0	4	2	2	6	4	0.5
1	1	0	0	1	0	0	1	0	0	1	0	0	1	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	0	1	0	0	1	0	1	0	4	2	2	6	4	0.5
1	1	0	0	1	0	0	1	0	1	0	0	1	0	4	2	2	6	4	0.5
1	1	0	0	1	0	0	1	0	1	0	1	0	0	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	0	1	0	1	1	0	0	0	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
0	0	1	1	1	1	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	0	1	0	0	1	1	0	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	1	0	0	0	1	0	0	1	2	4	4	4	8	0.8
1	1	0	0	1	0	1	0	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	1	0	0	1	1	0	0	0	2	4	4	4	8	0.8
0	0	1	1	1	1	1	0	0	0	0	0	1	0	3	3	3	5	6	0.666666666666667
1	1	0	0	1	0	1	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	0	0	0	0	1	0	1	1	0	0	0	1	1	3	3	3	5	6	0.666666666666667
1	0	0	0	0	1	0	1	1	0	0	1	0	1	2	4	4	4	8	0.8
1	0	0	0	0	1	0	1	1	0	0	1	1	0	3	3	3	5	6	0.666666666666667
1	0	0	0	0	1	0	1	1	0	1	0	0	1	2	4	4	4	8	0.8
1	0	0	0	0	1	0	1	1	0	1	0	1	0	3	3	3	5	6	0.666666666666667
1	0	0	0	0	1	0	1	1	1	0	0	1	0	3	3	3	5	6	0.666666666666667
1	0	0	0	0	1	0	1	1	1	0	1	0	0	2	4	4	4	8	0.8
1	0	0	0	0	1	0	1	1	1	1	0	0	0	2	4	4	4	8	0.8
1	0	1	0	1	0	0	1	0	0	0	0	1	1	4	2	2	6	4	0.5
1	0	1	0	1	0	0	1	0	0	0	1	0	1	3	3	3	5	6	0.666666666666667
1	0	1	0	1	0	0	1	0	0	0	1	1	0	4	2	2	6	4	0.5
1	0	1	0	1	0	0	1	0	0	1	0	0	1	3	3	3	5	6	0.666666666666667
1	0	1	0	1	0	0	1	0	0	1	0	1	0	4	2	2	6	4	0.5
1	0	1	0	1	0	0	1	0	1	0	0	1	0	4	2	2	6	4	0.5
1	0	1	0	1	0	0	1	0	1	0	1	0	0	3	3	3	5	6	0.666666666666667
1	0	1	0	1	0	0	1	0	1	1	0	0	0	3	3	3	5	6	0.666666666666667
1	0	1	0	1	0	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
1	0	0	0	0	1	1	0	1	0	0	0	1	1	2	4	4	4	8	0.8
1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	5	5	3	10	0.909090909090909
1	0	0	0	0	1	1	0	1	0	0	1	1	0	2	4	4	4	8	0.8
1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	5	5	3	10	0.909090909090909
1	0	0	0	0	1	1	0	1	0	1	0	1	0	2	4	4	4	8	0.8
1	1	0	0	1	1	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	0	0	0	0	1	1	0	1	1	0	0	1	0	2	4	4	4	8	0.8
1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	5	5	3	10	0.909090909090909
1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	5	5	3	10	0.909090909090909
1	0	1	0	1	0	1	0	0	0	1	0	0	1	2	4	4	4	8	0.8
1	0	1	0	1	0	1	0	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
1	0	1	0	1	0	1	0	0	1	1	0	0	0	2	4	4	4	8	0.8
1	0	0	0	0	1	1	1	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
1	1	1	1	0	0	0	1	0	0	0	0	1	0	4	2	2	6	4	0.5
1	1	0	0	1	1	1	0	0	0	0	0	1	0	3	3	3	5	6	0.666666666666667
1	0	1	0	1	0	1	1	0	0	0	0	1	0	4	2	2	6	4	0.5
0	0	0	1	1	1	1	0	1	0	0	0	1	0	3	3	3	5	6	0.666666666666667
0	1	1	0	0	1	0	1	1	0	0	0	1	0	5	1	1	7	2	0.285714285714286
1	0	0	0	1	0	0	1	1	0	0	0	1	1	4	2	2	6	4	0.5
1	0	0	0	1	0	0	1	1	0	0	1	0	1	3	3	3	5	6	0.666666666666667
1	0	0	0	1	0	0	1	1	0	0	1	1	0	4	2	2	6	4	0.5
1	0	0	0	1	0	0	1	1	0	1	0	0	1	3	3	3	5	6	0.666666666666667
1	0	0	0	1	0	0	1	1	0	1	0	1	0	4	2	2	6	4	0.5
0	1	1	0	0	1	1	0	1	0	0	0	1	0	4	2	2	6	4	0.5
1	0	0	0	1	0	0	1	1	1	0	0	1	0	4	2	2	6	4	0.5
1	0	0	0	1	0	0	1	1	1	0	1	0	0	3	3	3	5	6	0.666666666666667
1	0	0	0	1	0	0	1	1	1	1	0	0	0	3	3	3	5	6	0.666666666666667
1	0	0	0	1	0	1	0	1	0	1	0	0	1	2	4	4	4	8	0.8
1	0	0	0	1	0	1	0	1	0	1	0	1	0	3	3	3	5	6	0.666666666666667
1	1	0	1	0	0	0	1	0	0	0	0	1	1	3	3	3	5	6	0.666666666666667
1	1	0	1	0	0	0	1	0	0	0	1	0	1	2	4	4	4	8	0.8
1	1	0	1	0	0	0	1	0	0	0	1	1	0	3	3	3	5	6	0.666666666666667
1	1	0	1	0	0	0	1	0	0	1	0	0	1	2	4	4	4	8	0.8
1	1	0	1	0	0	0	1	0	0	1	0	1	0	3	3	3	5	6	0.666666666666667
1	0	0	0	1	0	1	0	1	1	1	0	0	0	2	4	4	4	8	0.8
1	1	0	1	0	0	0	1	0	1	0	0	1	0	3	3	3	5	6	0.666666666666667
